CODPROD,MARCA,MODELO,NUMERO_PARTE,DESCRIPCION,COSTO,PRECIO_VENTA,PRECIO_FINAL,MARGEN,UNIDAD,ISV,TIPO_PROD,FOTO,COMENTARIOS,CATEGORIA,DIM_LONGITUD,DIM_ANCHO,DIM_ALTURA,PESO,PRECIO_ESPECIAL,PRECIO_CREDITO,MONTO_PRIMA,PRECIO_VARIABLE,PRECIO_4,PRECIO_5,PRECIO_6,PROVEEDOR,COD_SUCURSAL,CANT_DISPONIBLE,UBICACION
"=""370""",,,,KM ADICIONAL,0,370,425.5,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""376""",,,,KM ADICIONAL,0,376,432.4,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""386""",,,,KM ADICIONAL,0,386,443.9,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""390""",,,,KM EXTRA,0,390,448.5,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""402""",,,,KM ADICIONAL,0,402,462.3,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""405""",,,,KM EXTRA,0,405,465.75,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-5,
"=""407""",,,,KM ADICIONAL,0,7,8.05,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""416""",,,,KM EXTRA,0,416,478.4,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-2,
"=""418""",,,,KM ADICIONAL,0,418,480.7,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""419""",,,,KM EXTRA,0,419,481.85,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""420""",,,,KM EXTRA,0,420,483.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""442""",,,,KM ADICIONAL,0,442,508.3,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""450""",,,,KM ADICIONAL,0,450,517.5,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""451""",,,,KM EXTRA,0,451,518.65,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-24,
"=""483""",,,,KM ADICIONAL,0,483,555.45,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""486""",,,,KM ADICIONAL,0,486,558.9,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""496""",,,,KM EXTRA,0,496,570.4,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""498""",,,,KM EXTRA,0,498,572.7,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""515""",,,,KM EXTRA,0,515,592.25,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""547""",,,,KM EXTRA,0,548,629.5,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-18,
"=""549""",,,,KM ADICIONAL,0,549,631.35,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""560""",,,,KM EXTRA,0,560,644.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""563""",,,,KM ADICIONAL,0,563,647.45,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""564""",,,,KM EXTRA,0,560,644.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""582""",,,,KM EXTRA,0,583,670.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""595""",,,,KM EXTRA,0,595,684.25,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""60""",,,,KM base totos,0,60,69.0,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""600""",,,,KM EXTRA,0,600,690.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""612""",,,,KM ADICIONAL,0,612,703.8,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""635""",,,,KM EXTRA,0,635,730.25,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""676""",,,,KM EXTRA,0,676,777.4,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""805""",,,,KM ADICIONAL,0,805,925.75,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""81""",,,,KM EXTRA,0,81,93.15,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""83""",,,,KM ADICIONAL,0,83,95.45,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""84""",,,,KM ADICIONAL,0,84,96.6,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""88""",,,,KM ADICIONAL,0,88,101.2,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""900""",,,,KM EXTRA,0,900,1035.0,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""93""",,,,KM ADICIONAL,0,93,106.95,100,SET,1523,servicio,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,0,
"=""936""",,,,KM EXTRA,0,936,1076.4,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
"=""971""",,,,KM EXTRA,0,971,1116.65,100,SET,1523,producto,,,CATEGORIA EJEMPLO,0,0,0,0,0,0,0,0,0,0,0,SIN PROVEEDOR,1,-1,
